seed,dataset,test_loss,test_kl_mean,test_mean_negative_log_likelihood,test_ACC,test_AUPRC,test_AUROC,test_BALACC,test_PRECISION,test_RECALL
3904888020.0,NATOPS,1.267810583114624,114.56182861328125,0.12219231575727463,0.9833333492279053,0.9939486980438232,0.9985184669494629,0.9833333492279053,0.9848484992980957,0.9833333492279053
1447393828.0,NATOPS,1.1812487840652466,109.73958587646484,0.08385307341814041,0.9888888597488403,0.9945258498191833,0.9986666440963745,0.9888889789581299,0.9895833730697632,0.9888889789581299
3542379210.0,NATOPS,1.1809413433074951,110.08635711669922,0.08007775247097015,0.9888888597488403,0.9958095550537109,0.9990000128746033,0.9888889789581299,0.9895833730697632,0.9888889789581299
2858837653.0,NATOPS,1.212048888206482,110.95165252685547,0.10253238677978516,0.9833333492279053,0.9904801249504089,0.997333288192749,0.9833333492279053,0.9848484992980957,0.9833333492279053
351070884.0,NATOPS,1.1630382537841797,109.70169067382812,0.0660213753581047,0.9944444298744202,0.9977577924728394,0.9994815587997437,0.9944444894790649,0.9946236610412598,0.9944444894790649
2108959895.0,NATOPS,1.164368748664856,110.39339447021484,0.06043485552072525,0.9944444298744202,0.9982839822769165,0.9996296763420105,0.9944444894790649,0.9946236610412598,0.9944444894790649
261902440.0,NATOPS,1.231269121170044,111.83572387695312,0.11291195452213287,0.9777777791023254,0.9934128522872925,0.9984444379806519,0.9777778387069702,0.9777778387069702,0.9777778387069702
1368010046.0,NATOPS,1.1828786134719849,110.14620971679688,0.081416554749012,0.9888888597488403,0.9994735717773438,0.9998888969421387,0.9888888597488403,0.9892472624778748,0.9888888597488403
3543358208.0,NATOPS,1.2027528285980225,111.29447937011719,0.08980803936719894,0.9888888597488403,0.9930688738822937,0.998370349407196,0.9888888597488403,0.9888888597488403,0.9888888597488403
3633839815.0,NATOPS,1.2576394081115723,113.34400939941406,0.12419942021369934,0.9777777791023254,0.9899938106536865,0.9978889226913452,0.9777778387069702,0.9777778387069702,0.9777778387069702
2462343622.0,NATOPS,1.1832449436187744,110.54522705078125,0.07779281586408615,0.9888888597488403,0.9954872131347656,0.9988889098167419,0.9888889789581299,0.9895833730697632,0.9888889789581299
2251581028.0,NATOPS,1.257712960243225,115.8848648071289,0.09886443614959717,0.9944444298744202,0.9986512064933777,0.999666690826416,0.9944444894790649,0.9946236610412598,0.9944444894790649
816102260.0,NATOPS,1.2290897369384766,111.36677551269531,0.11542209982872009,0.9833333492279053,0.9915056228637695,0.9981111288070679,0.9833333492279053,0.9835001230239868,0.9833333492279053
2147384315.0,NATOPS,1.1932368278503418,111.19749450683594,0.08126208186149597,0.9888888597488403,0.9973763823509216,0.9994074106216431,0.9888889789581299,0.9895833730697632,0.9888889789581299
3265864122.0,NATOPS,1.1615711450576782,109.63443756103516,0.06522678583860397,0.9888888597488403,0.9969512820243835,0.9992963075637817,0.9888889789581299,0.9895833730697632,0.9888889789581299
3766781158.0,NATOPS,1.3869844675064087,120.14472961425781,0.185537189245224,0.9777777791023254,0.9840573072433472,0.9953703880310059,0.9777778387069702,0.9803922176361084,0.9777778387069702
1026518003.0,NATOPS,1.200562834739685,112.25550842285156,0.07800772786140442,0.9833333492279053,0.9992760419845581,0.9998518824577332,0.9833333492279053,0.984207034111023,0.9833333492279053
3003705609.0,NATOPS,1.2245153188705444,111.5296630859375,0.10921874642372131,0.9833333492279053,0.9981481432914734,0.9994444847106934,0.9833333492279053,0.9840278625488281,0.9833333492279053
2761708929.0,NATOPS,1.1996710300445557,111.42054748535156,0.08546553552150726,0.9833333492279053,0.9977139234542847,0.9994444847106934,0.9833333492279053,0.9848484992980957,0.9833333492279053
3381026953.0,NATOPS,1.1659929752349854,109.74828338623047,0.06851023435592651,0.9888888597488403,0.9966483116149902,0.9992222189903259,0.9888888597488403,0.9888888597488403,0.9888888597488403
2673464247.0,NATOPS,1.2226699590682983,112.26586151123047,0.10001146793365479,0.9833333492279053,0.9950957298278809,0.9989629983901978,0.9833333492279053,0.9835001230239868,0.9833333492279053
1346781371.0,NATOPS,1.190658450126648,111.67798614501953,0.07387857884168625,0.9944444298744202,0.9996528029441833,0.999925971031189,0.9944444894790649,0.9946236610412598,0.9944444894790649
1531965365.0,NATOPS,1.176350712776184,109.76667022705078,0.07868417352437973,0.9888888597488403,0.9959719181060791,0.9990000128746033,0.9888889789581299,0.9895833730697632,0.9888889789581299
3954343929.0,NATOPS,1.266013264656067,114.32503509521484,0.1227630227804184,0.9722222089767456,0.9913727641105652,0.9981111288070679,0.9722222685813904,0.9723767042160034,0.9722222685813904
3364986204.0,NATOPS,1.191990613937378,110.50935363769531,0.08689720183610916,0.9777777791023254,0.9951623678207397,0.9989629983901978,0.9777777194976807,0.9784226417541504,0.9777777194976807
1103405842.0,NATOPS,1.2387995719909668,113.12315368652344,0.10756799578666687,0.9777777791023254,0.993979811668396,0.9986295700073242,0.9777778387069702,0.9803922176361084,0.9777778387069702
1472189548.0,NATOPS,1.4163280725479126,121.27699279785156,0.2035580724477768,0.9777777791023254,0.9861223697662354,0.996222198009491,0.9777777194976807,0.9794721007347107,0.9777777194976807
632574633.0,NATOPS,1.2081117630004883,111.04012298583984,0.09771058708429337,0.9833333492279053,0.9954187273979187,0.9988148212432861,0.9833333492279053,0.9835001826286316,0.9833333492279053
2327100858.0,NATOPS,1.2251884937286377,111.16477966308594,0.11354069411754608,0.9722222089767456,0.9911603927612305,0.9979259371757507,0.9722222089767456,0.9723767638206482,0.9722222089767456
