seed,dataset,test_loss,test_kl_mean,test_mean_negative_log_likelihood,test_ACC,test_AUPRC,test_AUROC,test_BALACC,test_PRECISION,test_RECALL
3904888020.0,EigenWorms,1.6983559131622314,115.43268585205078,0.5440290570259094,0.7786259651184082,0.9220194220542908,0.9808540344238281,0.736021101474762,0.8259222507476807,0.736021101474762
1447393828.0,EigenWorms,1.8998442888259888,146.7496795654297,0.43234753608703613,0.8549618124961853,0.9202912449836731,0.9788746237754822,0.8241633772850037,0.8560982942581177,0.8241633772850037
3542379210.0,EigenWorms,2.2599358558654785,123.88302612304688,1.0211056470870972,0.5267175436019897,0.6899225115776062,0.925165593624115,0.3333333432674408,0.3839285671710968,0.3333333432674408
2858837653.0,EigenWorms,1.7176172733306885,119.3194808959961,0.5244226455688477,0.8396946787834167,0.888739287853241,0.977491021156311,0.7905834317207336,0.8400000333786011,0.7905834317207336
351070884.0,EigenWorms,2.018618583679199,146.71591186523438,0.5514593720436096,0.8244274854660034,0.8817979693412781,0.9793400764465332,0.7805047035217285,0.8395475149154663,0.7805047035217285
2108959895.0,EigenWorms,7.827178478240967,735.6864624023438,0.4703138768672943,0.9312977194786072,0.9261695742607117,0.9852938055992126,0.93027663230896,0.9283797740936279,0.93027663230896
261902440.0,EigenWorms,1.9881813526153564,139.5854034423828,0.5923274159431458,0.8320610523223877,0.9039026498794556,0.9802793860435486,0.7833505868911743,0.8754621744155884,0.7833505868911743
1368010046.0,EigenWorms,2.8678338527679443,217.56336975097656,0.6922001242637634,0.8320610523223877,0.8655744791030884,0.9682201743125916,0.7827931642532349,0.8778269290924072,0.7827931642532349
3543358208.0,EigenWorms,2.437300205230713,201.74044799804688,0.41989579796791077,0.9007633328437805,0.9263916015625,0.9774172902107239,0.8852086067199707,0.8998929262161255,0.8852086067199707
3633839815.0,EigenWorms,1.7973381280899048,142.10812377929688,0.37625694274902344,0.9236640930175781,0.9325675368309021,0.9798110127449036,0.9120860695838928,0.9148705005645752,0.9120860695838928
2462343622.0,EigenWorms,1.9408200979232788,141.34974670410156,0.5273227095603943,0.8702290058135986,0.892586886882782,0.970559298992157,0.8404824137687683,0.8544691801071167,0.8404824137687683
2251581028.0,EigenWorms,2.006108283996582,126.6575927734375,0.7395320534706116,0.7557252049446106,0.8182052969932556,0.9621126055717468,0.6988710165023804,0.7929214835166931,0.6988710165023804
816102260.0,EigenWorms,1.9927846193313599,134.4569854736328,0.6482148170471191,0.8702290058135986,0.8702718019485474,0.9732508063316345,0.8512779474258423,0.8739441633224487,0.8512779474258423
2147384315.0,EigenWorms,3.368191719055176,268.8202819824219,0.6799891591072083,0.8320610523223877,0.8875693678855896,0.9680256247520447,0.7900395393371582,0.8401381969451904,0.7900395393371582
3265864122.0,EigenWorms,2.8880386352539062,220.2188720703125,0.6858504414558411,0.847328245639801,0.8450979590415955,0.9607171416282654,0.8090071678161621,0.8575670719146729,0.8090071678161621
3766781158.0,EigenWorms,1.852132797241211,118.42405700683594,0.6678922176361084,0.8167939186096191,0.8285608291625977,0.967190682888031,0.7760825753211975,0.841293215751648,0.7760825753211975
1026518003.0,EigenWorms,3.5447208881378174,291.1097717285156,0.6336230039596558,0.8396946787834167,0.8769058585166931,0.9656669497489929,0.7963197231292725,0.8613234758377075,0.7963197231292725
3003705609.0,EigenWorms,1.9239591360092163,122.61433410644531,0.6978158354759216,0.8396946787834167,0.8441658020019531,0.9662966728210449,0.7883962392807007,0.8739393949508667,0.7883962392807007
2761708929.0,EigenWorms,2.5809435844421387,196.55491638183594,0.615394651889801,0.847328245639801,0.8408445715904236,0.9633749127388,0.7877591848373413,0.8703029751777649,0.7877591848373413
3381026953.0,EigenWorms,3.0473015308380127,245.68739318847656,0.5904277563095093,0.8015267252922058,0.8472947478294373,0.964253842830658,0.7526745796203613,0.8511508107185364,0.7526745796203613
2673464247.0,EigenWorms,2.253403663635254,165.9671630859375,0.5937321186065674,0.7862595319747925,0.9054903388023376,0.9778923392295837,0.7356123328208923,0.8141666650772095,0.7356123328208923
1346781371.0,EigenWorms,2.177475690841675,143.4637908935547,0.7428380250930786,0.7786259651184082,0.8808903098106384,0.9760937094688416,0.7245673537254333,0.8208109140396118,0.7245673537254333
1531965365.0,EigenWorms,1.5735410451889038,118.66758728027344,0.38686519861221313,0.9083969593048096,0.9389860033988953,0.9867742657661438,0.8803154826164246,0.8973779678344727,0.8803154826164246
3954343929.0,EigenWorms,1.462314248085022,114.65156555175781,0.3157985508441925,0.9236640930175781,0.9482408761978149,0.9904422163963318,0.9137110114097595,0.9264682531356812,0.9137110114097595
3364986204.0,EigenWorms,1.970880150794983,148.03509521484375,0.4905291795730591,0.8625954389572144,0.9309685826301575,0.9850361943244934,0.844541072845459,0.8525837063789368,0.844541072845459
1103405842.0,EigenWorms,1.9487329721450806,122.42440032958984,0.7244890928268433,0.7786259651184082,0.8532029390335083,0.9594221115112305,0.7255687117576599,0.8255476355552673,0.7255687117576599
1472189548.0,EigenWorms,1.9568803310394287,139.17694091796875,0.565110981464386,0.847328245639801,0.9067946672439575,0.9808366894721985,0.8149055242538452,0.8824419975280762,0.8149055242538452
632574633.0,EigenWorms,2.2171289920806885,143.36965942382812,0.7834320068359375,0.7786259651184082,0.780225932598114,0.9414364695549011,0.7046626806259155,0.810596227645874,0.7046626806259155
2327100858.0,EigenWorms,1.8356298208236694,120.12158966064453,0.6344138979911804,0.7862595319747925,0.820896565914154,0.9519346356391907,0.7094800472259521,0.7709415555000305,0.7094800472259521
