seed,dataset,test_loss,test_kl_mean,test_mean_negative_log_likelihood,test_ACC,test_AUPRC,test_AUROC,test_BALACC,test_PRECISION,test_RECALL
3904888020.0,Cricket,1.8439017534255981,132.9103240966797,0.5147984027862549,0.9861111044883728,1.0,1.0,0.9861111640930176,0.9880952835083008,0.9861111640930176
1447393828.0,Cricket,2.1351869106292725,134.58016967773438,0.7893853187561035,0.9861111044883728,0.9960317611694336,0.999579131603241,0.9861111640930176,0.9880952835083008,0.9861111640930176
3542379210.0,Cricket,1.5664668083190918,127.49305725097656,0.29153645038604736,0.9861111044883728,0.9945436716079712,0.9993686676025391,0.9861111640930176,0.9880952835083008,0.9861111640930176
2858837653.0,Cricket,2.600982904434204,126.08574676513672,1.340125560760498,0.9861111044883728,0.9848214387893677,0.9983164668083191,0.9861111640930176,0.9880952835083008,0.9861111640930176
351070884.0,Cricket,1.6019203662872314,128.3389129638672,0.3185313045978546,1.0,1.0,1.0,1.0,1.0,1.0
2108959895.0,Cricket,1.5505722761154175,126.38004302978516,0.2867719233036041,1.0,0.9980158805847168,0.9997895956039429,1.0,1.0,1.0
261902440.0,Cricket,2.3155460357666016,131.0877227783203,1.0046687126159668,0.9861111044883728,0.9857503771781921,0.9972643256187439,0.9861111640930176,0.9880952835083008,0.9861111640930176
1368010046.0,Cricket,1.7514744997024536,132.05982971191406,0.43087610602378845,1.0,1.0,1.0,1.0,1.0,1.0
3543358208.0,Cricket,1.6776258945465088,129.91592407226562,0.37846672534942627,0.9861111044883728,0.9933862686157227,0.9991582632064819,0.9861111640930176,0.9880952835083008,0.9861111640930176
3633839815.0,Cricket,1.6628116369247437,130.27064514160156,0.3601052761077881,0.9861111044883728,0.9960317611694336,0.999579131603241,0.9861111640930176,0.9880952835083008,0.9861111640930176
2462343622.0,Cricket,1.6067349910736084,128.69017028808594,0.319833368062973,1.0,0.9960317611694336,0.999579131603241,1.0,1.0,1.0
2251581028.0,Cricket,1.6479216814041138,130.71348571777344,0.340786874294281,1.0,0.9980158805847168,0.9997895956039429,1.0,1.0,1.0
816102260.0,Cricket,1.788027048110962,133.55380249023438,0.4524889588356018,1.0,0.9980158805847168,0.9997895956039429,1.0,1.0,1.0
2147384315.0,Cricket,1.6597461700439453,130.05584716796875,0.35918763279914856,1.0,1.0,1.0,1.0,1.0,1.0
3265864122.0,Cricket,1.5720210075378418,128.44195556640625,0.28760141134262085,1.0,1.0,1.0,1.0,1.0,1.0
3766781158.0,Cricket,1.8384941816329956,132.9158935546875,0.5093352198600769,1.0,0.9980158805847168,0.9997895956039429,1.0,1.0,1.0
1026518003.0,Cricket,1.6132677793502808,127.75698852539062,0.3356979191303253,1.0,0.9980158805847168,0.9997895956039429,1.0,1.0,1.0
3003705609.0,Cricket,1.8196340799331665,133.4017791748047,0.4856164753437042,0.9861111044883728,0.9960317611694336,0.999579131603241,0.9861111640930176,0.9880952835083008,0.9861111640930176
2761708929.0,Cricket,1.89849853515625,132.52963256835938,0.5732021927833557,0.9861111044883728,0.9893879294395447,0.998526930809021,0.9861111640930176,0.9880952835083008,0.9861111640930176
3381026953.0,Cricket,1.833923101425171,134.30101013183594,0.49091312289237976,1.0,0.9980158805847168,0.9997895956039429,1.0,1.0,1.0
2673464247.0,Cricket,1.392760157585144,121.75948333740234,0.17516539990901947,1.0,1.0,1.0,1.0,1.0,1.0
1346781371.0,Cricket,1.69478178024292,131.89100646972656,0.37587183713912964,0.9861111044883728,0.9980158805847168,0.9997895956039429,0.9861111640930176,0.9880952835083008,0.9861111640930176
1531965365.0,Cricket,1.4565905332565308,125.24626922607422,0.20412781834602356,1.0,1.0,1.0,1.0,1.0,1.0
3954343929.0,Cricket,1.545360803604126,127.60417938232422,0.26931899785995483,1.0,1.0,1.0,1.0,1.0,1.0
3364986204.0,Cricket,1.9837169647216797,137.26844787597656,0.6110326051712036,0.9861111044883728,0.9945436716079712,0.9993686676025391,0.9861111640930176,0.9880952835083008,0.9861111640930176
1103405842.0,Cricket,1.776882529258728,132.41717529296875,0.4527106285095215,0.9861111044883728,0.9960317611694336,0.999579131603241,0.9861111640930176,0.9880952835083008,0.9861111640930176
1472189548.0,Cricket,1.481893539428711,125.43682098388672,0.22752539813518524,1.0,1.0,1.0,1.0,1.0,1.0
632574633.0,Cricket,1.7628028392791748,134.140869140625,0.42139413952827454,1.0,0.9960317611694336,0.999579131603241,1.0,1.0,1.0
2327100858.0,Cricket,1.5786042213439941,128.43995666503906,0.2942047715187073,1.0,0.9980158805847168,0.9997895956039429,1.0,1.0,1.0
2853693763.0,Cricket,1.9230942726135254,135.08502197265625,0.5722439885139465,1.0,0.9980158805847168,0.9997895956039429,1.0,1.0,1.0
median,Cricket,1.6862038373947144,130.4920654296875,0.37716928124427795,1.0,0.9980158805847168,0.9997895956039429,1.0,1.0,1.0
mean,Cricket,1.7527081767717998,130.35907236735025,0.44911748468875884,0.9944444417953491,0.9966922283172608,0.9995861490567525,0.994444465637207,0.9952381134033204,0.994444465637207
std,Cricket,0.2551034346856294,3.526244219842478,0.24138539629528735,0.006920459954409224,0.003943621976300956,0.0005964506057345914,0.006920430255031257,0.005931797361455368,0.006920430255031257
