seed,dataset,test_loss,test_kl_mean,test_mean_negative_log_likelihood,test_ACC,test_AUPRC,test_AUROC,test_BALACC,test_PRECISION,test_RECALL
2324685444.0,Earthquakes,1.7485158443450928,161.48291015625,0.1336868405342102,1.0,1.0,1.0,1.0,1.0,1.0
919640511.0,Earthquakes,1.8140404224395752,163.43345642089844,0.17970599234104156,1.0,1.0,1.0,1.0,1.0,1.0
1227926698.0,Earthquakes,1.830458402633667,164.59307861328125,0.18452765047550201,1.0,1.0,1.0,1.0,1.0,1.0
84993749.0,Earthquakes,1.903319239616394,162.58677673339844,0.2774514853954315,1.0,1.0,1.0,1.0,1.0,1.0
3374205678.0,Earthquakes,1.7878447771072388,162.6722412109375,0.16112230718135834,1.0,1.0,1.0,1.0,1.0,1.0
1528121949.0,Earthquakes,1.8480457067489624,162.76290893554688,0.2204166203737259,1.0,1.0,1.0,1.0,1.0,1.0
1262430668.0,Earthquakes,1.7818595170974731,162.05758666992188,0.16128382086753845,1.0,1.0,1.0,1.0,1.0,1.0
3166628499.0,Earthquakes,1.8377765417099,162.3690948486328,0.2140854150056839,1.0,1.0,1.0,1.0,1.0,1.0
2053708807.0,Earthquakes,1.7806086540222168,163.9152069091797,0.14145678281784058,1.0,1.0,1.0,1.0,1.0,1.0
2947789557.0,Earthquakes,1.7509732246398926,161.83755493164062,0.1325976550579071,1.0,1.0,1.0,1.0,1.0,1.0
4201310557.0,Earthquakes,1.7704968452453613,161.0984344482422,0.15951251983642578,1.0,1.0,1.0,1.0,1.0,1.0
839780421.0,Earthquakes,1.765387773513794,162.5837860107422,0.13954991102218628,1.0,1.0,1.0,1.0,1.0,1.0
3587693443.0,Earthquakes,1.797472357749939,163.08963012695312,0.1665760725736618,1.0,1.0,1.0,1.0,1.0,1.0
1963487702.0,Earthquakes,1.8075311183929443,161.8359375,0.1891717165708542,1.0,1.0,1.0,1.0,1.0,1.0
3957415062.0,Earthquakes,1.759896993637085,162.63880920410156,0.13350895047187805,1.0,1.0,1.0,1.0,1.0,1.0
1011484101.0,Earthquakes,1.7664331197738647,163.39524841308594,0.13248074054718018,1.0,1.0,1.0,1.0,1.0,1.0
874665068.0,Earthquakes,1.796024203300476,165.30638122558594,0.14296069741249084,1.0,1.0,1.0,1.0,1.0,1.0
3939016010.0,Earthquakes,1.7660107612609863,162.97415161132812,0.13626918196678162,1.0,1.0,1.0,1.0,1.0,1.0
3927996270.0,Earthquakes,1.7846144437789917,163.49795532226562,0.14963474869728088,1.0,1.0,1.0,1.0,1.0,1.0
4085712274.0,Earthquakes,1.7473595142364502,161.67379760742188,0.13062149286270142,1.0,1.0,1.0,1.0,1.0,1.0
2887298160.0,Earthquakes,1.8066346645355225,164.20672607421875,0.16456761956214905,1.0,1.0,1.0,1.0,1.0,1.0
4066387655.0,Earthquakes,1.7625411748886108,160.997314453125,0.15256796777248383,1.0,1.0,1.0,1.0,1.0,1.0
1306888515.0,Earthquakes,1.7033275365829468,161.619140625,0.08713609725236893,1.0,1.0,1.0,1.0,1.0,1.0
2097922768.0,Earthquakes,1.783649206161499,162.06085205078125,0.16304074227809906,1.0,1.0,1.0,1.0,1.0,1.0
2057878440.0,Earthquakes,1.7770167589187622,162.7964324951172,0.1490524411201477,1.0,1.0,1.0,1.0,1.0,1.0
2527540355.0,Earthquakes,1.7505000829696655,165.347412109375,0.09702607989311218,1.0,1.0,1.0,1.0,1.0,1.0
3104471153.0,Earthquakes,1.882413625717163,161.9785614013672,0.26262784004211426,1.0,1.0,1.0,1.0,1.0,1.0
510993236.0,Earthquakes,1.8360340595245361,161.77235412597656,0.21831077337265015,1.0,1.0,1.0,1.0,1.0,1.0
3096665430.0,Earthquakes,1.7890231609344482,163.88592529296875,0.15016400814056396,1.0,1.0,1.0,1.0,1.0,1.0
1662263992.0,Earthquakes,1.739395022392273,161.57737731933594,0.12362132966518402,1.0,1.0,1.0,1.0,1.0,1.0
median,Earthquakes,1.782754361629486,162.61279296875,0.1513659879565239,1.0,1.0,1.0,1.0,1.0,1.0
mean,Earthquakes,1.7891734917958577,162.73490142822266,0.1618245167036851,1.0,1.0,1.0,1.0,1.0,1.0
std,Earthquakes,0.04270738172825851,1.1546147823578337,0.042539622580369786,0.0,0.0,0.0,0.0,0.0,0.0
