seed,dataset,test_loss,test_kl_mean,test_mean_negative_log_likelihood,test_ACC,test_AUPRC,test_AUROC,test_BALACC,test_PRECISION,test_RECALL
2324685444.0,GunPointAgeSpan,1.2501343488693237,107.94890594482422,0.17064540088176727,0.9810126423835754,0.9954326152801514,0.9957932829856873,0.9810126423835754,0.96875,0.9935897588729858
919640511.0,GunPointAgeSpan,1.1675375699996948,107.61687469482422,0.09136897325515747,0.9905063509941101,0.9981361627578735,0.998237133026123,0.9905063509941101,0.9811320900917053,1.0
1227926698.0,GunPointAgeSpan,1.1897881031036377,108.07667541503906,0.10902145504951477,0.9905063509941101,0.998809814453125,0.9988782405853271,0.9905063509941101,0.987261176109314,0.9935897588729858
84993749.0,GunPointAgeSpan,1.1767950057983398,108.28316497802734,0.09396335482597351,0.9905063509941101,0.9991645216941833,0.9991986751556396,0.9905063509941101,0.987261176109314,0.9935897588729858
3374205678.0,GunPointAgeSpan,1.2038216590881348,107.41510009765625,0.12967073917388916,0.9841772317886353,0.9972631931304932,0.9974359273910522,0.9841772317886353,0.9689440727233887,1.0
1528121949.0,GunPointAgeSpan,1.2205884456634521,108.28340148925781,0.13775452971458435,0.9778481125831604,0.997186005115509,0.9973156452178955,0.9778481125831604,0.9685534834861755,0.9871794581413269
1262430668.0,GunPointAgeSpan,1.1724249124526978,108.32485961914062,0.08917620033025742,0.996835470199585,0.9995795488357544,0.9995993375778198,0.996835470199585,0.993630588054657,1.0
3166628499.0,GunPointAgeSpan,1.1656306982040405,108.54428100585938,0.08018787950277328,0.9936708807945251,0.9993181228637695,0.9993590116500854,0.9936708807945251,0.9935897588729858,0.9935897588729858
2053708807.0,GunPointAgeSpan,1.395898699760437,107.394287109375,0.321956068277359,0.9683544039726257,0.9912089109420776,0.9921073913574219,0.9683544039726257,0.9451219439506531,0.9935897588729858
2947789557.0,GunPointAgeSpan,1.2274667024612427,107.40804290771484,0.15338639914989471,0.9841772317886353,0.9976381063461304,0.9977563619613647,0.9841772317886353,0.9748427867889404,0.9935897588729858
4201310557.0,GunPointAgeSpan,1.2542612552642822,107.93376922607422,0.17492349445819855,0.9778481125831604,0.9962066411972046,0.9963542222976685,0.9778481125831604,0.9570552110671997,1.0
839780421.0,GunPointAgeSpan,1.185200572013855,108.13456726074219,0.1038549393415451,0.9905063509941101,0.9989465475082397,0.9989984035491943,0.9905063509941101,0.987261176109314,0.9935897588729858
3587693443.0,GunPointAgeSpan,1.2431200742721558,107.31768035888672,0.16994331777095795,0.9715189933776855,0.9953473210334778,0.9956330060958862,0.9715189933776855,0.9509202241897583,0.9935897588729858
1963487702.0,GunPointAgeSpan,1.180570363998413,107.45892333984375,0.1059812679886818,0.9936708807945251,0.9994601011276245,0.9994791746139526,0.9936708807945251,0.9935897588729858,0.9935897588729858
3957415062.0,GunPointAgeSpan,1.2821954488754272,108.95777130126953,0.19261781871318817,0.9588607549667358,0.9931315183639526,0.9932692050933838,0.9588607549667358,0.9612902998924255,0.9551281929016113
1011484101.0,GunPointAgeSpan,1.3940253257751465,109.70088958740234,0.2970164120197296,0.9556962251663208,0.990310549736023,0.9915465116500854,0.9556962251663208,0.9610389471054077,0.9487179517745972
874665068.0,GunPointAgeSpan,1.2296185493469238,106.6426773071289,0.1631918102502823,0.9841772317886353,0.9958630204200745,0.9962339401245117,0.9841772317886353,0.9689440727233887,1.0
3939016010.0,GunPointAgeSpan,1.1761107444763184,108.46134185791016,0.09149729460477829,0.996835470199585,0.9997509717941284,0.9997595548629761,0.996835470199585,0.993630588054657,1.0
3927996270.0,GunPointAgeSpan,1.327226996421814,107.94303894042969,0.24779658019542694,0.952531635761261,0.9913742542266846,0.9919070601463318,0.952531635761261,0.9607843160629272,0.942307710647583
4085712274.0,GunPointAgeSpan,1.2188016176223755,108.4024429321289,0.1347772777080536,0.9778481125831604,0.9959684610366821,0.9960336685180664,0.9778481125831604,0.9627329111099243,0.9935897588729858
2887298160.0,GunPointAgeSpan,1.236099362373352,106.86951446533203,0.16740435361862183,0.9778481125831604,0.9959269762039185,0.9962339401245117,0.9778481125831604,0.9570552110671997,1.0
4066387655.0,GunPointAgeSpan,1.2289730310440063,107.13617706298828,0.1576113998889923,0.9778481125831604,0.9950526356697083,0.9954327344894409,0.9778481125831604,0.9570552110671997,1.0
1306888515.0,GunPointAgeSpan,1.2461085319519043,108.3004379272461,0.16310429573059082,0.9683544039726257,0.9939425587654114,0.9944711923599243,0.9683544039726257,0.956250011920929,0.9807692170143127
2097922768.0,GunPointAgeSpan,1.2273045778274536,107.54463958740234,0.1518581658601761,0.9810126423835754,0.995882511138916,0.9962739944458008,0.9810126423835754,0.96875,0.9935897588729858
2057878440.0,GunPointAgeSpan,1.17192542552948,108.66387939453125,0.0852866843342781,0.9936708807945251,0.999313235282898,0.9993590116500854,0.9936708807945251,0.9935897588729858,0.9935897588729858
2527540355.0,GunPointAgeSpan,1.1993818283081055,108.22140502929688,0.11716794222593307,0.9841772317886353,0.9982033371925354,0.9982771873474121,0.9841772317886353,0.9748427867889404,0.9935897588729858
3104471153.0,GunPointAgeSpan,1.19137704372406,107.77509307861328,0.11362616717815399,0.9841772317886353,0.9963016510009766,0.9965144395828247,0.9841772317886353,0.9689440727233887,1.0
510993236.0,GunPointAgeSpan,1.265316367149353,108.36769104003906,0.18163937330245972,0.9841772317886353,0.9923399090766907,0.9934294819831848,0.9841772317886353,0.9689440727233887,1.0
